CustomerKey,CustomerAlternateKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine,Phone,DateFirstPurchase,CommuteDistance,CountryName,StateName,PostalCode,City
26305,AW00026305,Julia,Rogers,Julia Rogers,12/12/73,S,F,julia49@adventure-works.com,60000,2,2,Bachelors,Skilled Manual,0,0,5461 Sunview Terrace,816-555-0112,8/22/06,0-1 Miles,United States,Oregon,97355,Lebanon
21076,AW00021076,Terrence,Nath,Terrence Nath,12/1/68,S,M,terrence19@adventure-works.com,10000,3,2,Partial High School,Manual,1,2,Rotthäuser Weg 11,1 (11) 500 555-0186,5/26/08,0-1 Miles,Germany,Brandenburg,4838,Eilenburg
12939,AW00012939,Eduardo,Parker,Eduardo Parker,4/2/69,S,M,eduardo41@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,1,9068 Bohon Circle,131-555-0192,9/23/07,2-5 Miles,Canada,British Columbia,V9B 2C3,Shawnee
26601,AW00026601,Kyle,Gonzalez,Kyle Gonzalez,6/24/68,S,M,kyle38@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,4676 Duckhorn Court,477-555-0132,11/19/06,2-5 Miles,United States,California,94947,Novato
14046,AW00014046,Cheryl,Sanz,Cheryl Sanz,6/4/71,M,F,cheryl23@adventure-works.com,90000,4,4,Bachelors,Professional,1,0,9030 Louisiana Dr.,1 (11) 500 555-0113,2/9/07,1-2 Miles,Australia,Victoria,3337,Melton
12261,AW00012261,Kaitlin,Sanchez,Kaitlin Sanchez,10/26/64,M,F,kaitlin19@adventure-works.com,10000,1,1,High School,Manual,1,1,"8, rue de l´Esplanade",1 (11) 500 555-0188,10/23/05,2-5 Miles,France,Nord,59140,Dunkerque
23451,AW00023451,Taylor,James,Taylor James,7/2/61,M,F,taylor20@adventure-works.com,60000,2,0,High School,Professional,1,2,4775 Kentucky Dr.,994-555-0119,10/26/07,5-10 Miles,United States,Washington,98284,Sedro Woolley
12115,AW00012115,Chloe,Richardson,Chloe Richardson,2/8/55,S,F,chloe55@adventure-works.com,70000,2,1,High School,Professional,1,2,7563 Florencia,890-555-0130,12/7/07,2-5 Miles,United States,Oregon,97355,Lebanon
16841,AW00016841,James,Turner,James Turner,11/16/68,M,M,james54@adventure-works.com,80000,4,3,Partial College,Professional,1,1,7848 York Dr.,602-555-0192,8/29/07,2-5 Miles,Canada,British Columbia,V3L 1H4,Westminster
27166,AW00027166,Trisha,Ye,Trisha Ye,7/10/77,S,F,trisha4@adventure-works.com,30000,0,0,High School,Manual,0,1,899 Park Blvd.,1 (11) 500 555-0120,4/19/08,1-2 Miles,France,Hauts de Seine,92700,Colombes
24537,AW00024537,Cynthia,Saunders,Cynthia Saunders,6/28/61,S,F,cynthia15@adventure-works.com,150000,2,4,High School,Professional,0,3,528 Walter Way,1 (11) 500 555-0165,9/2/07,0-1 Miles,United Kingdom,England,W1N 9FA,London
15263,AW00015263,Paige,Coleman,Paige Coleman,12/20/44,M,F,paige6@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,5495 Olivera Road,1 (11) 500 555-0143,4/6/08,5-10 Miles,Australia,Victoria,3220,Geelong
21948,AW00021948,Ann,Madan,Ann Madan,4/12/73,M,F,ann13@adventure-works.com,100000,1,0,Graduate Degree,Management,1,0,3330 Hawes Street,1 (11) 500 555-0137,9/4/06,0-1 Miles,Australia,South Australia,5023,Findon
21944,AW00021944,Daisy,Jiménez,Daisy Jiménez,9/20/73,M,F,daisy2@adventure-works.com,90000,1,0,Graduate Degree,Management,1,0,3499 Parkway Drive,1 (11) 500 555-0171,9/16/06,0-1 Miles,Australia,New South Wales,2036,Matraville
17553,AW00017553,Summer,Sanchez,Summer Sanchez,9/25/46,M,F,summer18@adventure-works.com,70000,5,0,Bachelors,Management,1,2,5545 Green Road,692-555-0112,5/25/08,1-2 Miles,United States,Oregon,97005,Beaverton
17468,AW00017468,Jeremiah,Gonzalez,Jeremiah Gonzalez,1/9/41,M,M,jeremiah19@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,1540 St. Raphael Drive,345-555-0184,9/22/07,10+ Miles,Canada,British Columbia,V9,Metchosin
17342,AW00017342,William,Jones,William Jones,5/27/82,S,M,william19@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,422 Quartermaster,323-555-0126,10/6/07,5-10 Miles,United States,Washington,98201,Everett
14375,AW00014375,Alexandra,Moore,Alexandra Moore,5/12/74,M,F,alexandra71@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,8191 Scenic Ct.,115-555-0117,1/3/08,0-1 Miles,United States,Washington,99362,Walla Walla
16115,AW00016115,Jennifer,Diaz,Jennifer Diaz,6/13/72,S,F,jennifer95@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,2099 San Jose,117-555-0118,9/29/07,0-1 Miles,United States,California,94941,Mill Valley
27710,AW00027710,Sean,Bailey,Sean Bailey,6/21/67,S,M,sean23@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,7437 Margaret Ct.,1 (11) 500 555-0158,4/12/08,5-10 Miles,Australia,Queensland,4810,Townsville
27460,AW00027460,Grant,Goel,Grant Goel,10/27/72,S,M,grant21@adventure-works.com,130000,1,0,Graduate Degree,Management,0,3,363 Corrie Lane,126-555-0163,6/20/07,0-1 Miles,United States,California,91910,Chula Vista
15455,AW00015455,Denise,Raman,Denise Raman,4/9/44,S,F,denise13@adventure-works.com,10000,2,0,Partial College,Manual,1,1,"11, avenue du Président-Kennedy",1 (11) 500 555-0113,1/9/07,0-1 Miles,France,Nord,59100,Roubaix
11810,AW00011810,Antonio,Washington,Antonio Washington,1/7/71,S,M,antonio13@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,7095 Curletto Dr.,373-555-0139,4/22/06,2-5 Miles,United States,Washington,98312,Bremerton
13695,AW00013695,Christian,Clark,Christian Clark,4/23/75,S,M,christian38@adventure-works.com,30000,0,0,High School,Manual,0,1,"762, place du Tertre",1 (11) 500 555-0150,12/20/07,2-5 Miles,France,Nord,59100,Roubaix
18999,AW00018999,Mackenzie,Watson,Mackenzie Watson,4/24/51,M,F,mackenzie7@adventure-works.com,60000,5,0,Bachelors,Management,0,3,4234 Second Avenue,130-555-0197,6/14/08,2-5 Miles,United States,Oregon,97355,Lebanon
27391,AW00027391,Logan,Young,Logan Young,8/21/45,S,M,logan43@adventure-works.com,50000,3,0,Bachelors,Management,1,2,2413 Roanwood Way,193-555-0125,1/16/08,10+ Miles,United States,Washington,98033,Kirkland
19088,AW00019088,Rafael,Kumar,Rafael Kumar,11/2/78,S,M,rafael31@adventure-works.com,70000,0,0,Bachelors,Professional,1,4,5405 Glenellen Court,1 (11) 500 555-0197,8/4/07,10+ Miles,Australia,Victoria,3977,Cranbourne
15780,AW00015780,Claudia,McDonald,Claudia McDonald,5/14/61,M,F,claudia3@adventure-works.com,70000,3,2,Partial College,Professional,1,0,6457 Appalachian Dr.,371-555-0169,4/13/07,5-10 Miles,United States,California,91502,Burbank
21716,AW00021716,Gerald,Sara,Gerald Sara,3/2/62,M,M,gerald40@adventure-works.com,80000,4,0,Graduate Degree,Skilled Manual,0,0,339 Norcross Lane,980-555-0176,3/12/08,0-1 Miles,United States,Washington,98168,Burien
13638,AW00013638,Diana,Alvarez,Diana Alvarez,7/12/76,S,F,diana3@adventure-works.com,110000,0,5,High School,Management,1,4,7539 Hazelwood Lane,1 (11) 500 555-0197,1/15/07,10+ Miles,Australia,New South Wales,1002,Sydney
16722,AW00016722,Sean,Gray,Sean Gray,6/27/84,S,M,sean13@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,5694 C Del Rio Circle,977-555-0178,5/31/08,5-10 Miles,United States,Washington,98371,Puyallup
22985,AW00022985,Hailey,Phillips,Hailey Phillips,9/6/83,M,F,hailey48@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,647 Newport Drive,765-555-0162,4/3/08,0-1 Miles,United States,Washington,98020,Edmonds
11948,AW00011948,Tasha,Xu,Tasha Xu,4/10/55,M,F,tasha5@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,2013 Filling Ave.,1 (11) 500 555-0194,3/9/08,5-10 Miles,Australia,New South Wales,2065,St. Leonards
14497,AW00014497,Allison,Scott,Allison Scott,10/3/56,M,F,allison36@adventure-works.com,40000,3,0,Partial College,Professional,0,2,2015 Sunset Circle,546-555-0111,12/3/07,5-10 Miles,Canada,British Columbia,V3A 4R2,Langley
19838,AW00019838,Jared,Ramirez,Jared Ramirez,10/18/46,M,M,jared10@adventure-works.com,70000,5,0,Bachelors,Management,1,2,3978 Spring Hill Dr.,979-555-0180,3/6/08,10+ Miles,United States,Oregon,97068,W. Linn
22193,AW00022193,Toni,Garcia,Toni Garcia,11/21/59,S,F,toni15@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,9618 San Rafael,1 (11) 500 555-0188,10/30/06,5-10 Miles,Australia,Victoria,3198,Seaford
29152,AW00029152,Steven,Sanders,Steven Sanders,7/25/65,M,M,steven13@adventure-works.com,60000,1,0,Partial College,Skilled Manual,0,1,4612 A St.,382-555-0123,9/19/06,0-1 Miles,Canada,British Columbia,V7L 4J4,Vancouver
27415,AW00027415,Trevor,Butler,Trevor Butler,2/3/52,M,M,trevor14@adventure-works.com,40000,2,1,High School,Professional,1,2,54 Morgan Ave.,641-555-0185,8/5/07,10+ Miles,Canada,British Columbia,V8Z 4N5,Shawnee
11419,AW00011419,Kyle,Scott,Kyle Scott,2/18/49,M,M,kyle43@adventure-works.com,150000,3,4,Graduate Degree,Management,1,4,9381 Alpine Rd.,1 (11) 500 555-0178,9/13/07,0-1 Miles,United Kingdom,England,WA3,Watford
27595,AW00027595,Jamie,Wu,Jamie Wu,9/22/70,M,F,jamie9@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,5435 Jacobsen Street,1 (11) 500 555-0143,6/20/08,0-1 Miles,Australia,New South Wales,2036,Malabar
24603,AW00024603,Jake,Zhu,Jake Zhu,12/25/76,S,M,jake12@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,3033 F St.,1 (11) 500 555-0111,4/18/08,10+ Miles,Australia,Queensland,4655,Hervey Bay
21552,AW00021552,Francis,Alvarez,Francis Alvarez,11/19/79,M,M,francis2@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,5287 Race Road,1 (11) 500 555-0176,8/13/06,10+ Miles,Australia,Queensland,4000,Brisbane
13507,AW00013507,Margaret,Patterson,Margaret Patterson,10/15/59,M,F,margaret4@adventure-works.com,10000,2,0,Partial College,Manual,1,0,9089 Bonsai Court,1 (11) 500 555-0110,10/21/07,1-2 Miles,United Kingdom,England,CM11,Billericay
21079,AW00021079,Lee,Carlson,Lee Carlson,5/12/68,S,M,lee17@adventure-works.com,20000,3,3,High School,Manual,1,0,2062 Dos Encinas,1 (11) 500 555-0146,1/24/08,0-1 Miles,United Kingdom,England,RG41 1QW,Wokingham
26220,AW00026220,Jonathan,Harris,Jonathan Harris,5/22/77,M,M,jonathan67@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,5469 Piper Ridge Court,1 (11) 500 555-0172,11/22/07,1-2 Miles,United Kingdom,England,PE17,Bury
28737,AW00028737,Eugene,Lin,Eugene Lin,3/22/76,S,M,eugene12@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,"66, rue des Pyrenees",1 (11) 500 555-0138,8/17/07,0-1 Miles,France,Loiret,45000,Orleans
20138,AW00020138,Kendra,Moreno,Kendra Moreno,6/21/39,M,F,kendra6@adventure-works.com,20000,1,0,Graduate Degree,Clerical,1,0,Pascalstr 9,1 (11) 500 555-0119,8/10/07,0-1 Miles,Germany,Hessen,1071,Dresden
12898,AW00012898,Madeline,Campbell,Madeline Campbell,9/9/74,M,F,madeline6@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,9790 Fruitwood Drive,846-555-0142,6/12/06,2-5 Miles,United States,California,91502,Burbank
20092,AW00020092,Ethan,Sharma,Ethan Sharma,6/21/58,M,M,ethan26@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,8564 Red Tree Way,398-555-0168,11/27/07,1-2 Miles,United States,California,90505,Torrance
20244,AW00020244,Dawn,Raji,Dawn Raji,5/17/70,S,F,dawn45@adventure-works.com,100000,0,0,Graduate Degree,Management,0,1,7710 Medina Drive,1 (11) 500 555-0126,4/20/06,1-2 Miles,Australia,Queensland,4169,East Brisbane
13424,AW00013424,Jasmine,Thomas,Jasmine Thomas,9/20/68,M,F,jasmine9@adventure-works.com,90000,5,5,Partial College,Professional,1,3,3484 Springer Court,337-555-0179,8/5/06,2-5 Miles,United States,Oregon,97330,Corvallis
20257,AW00020257,Roy,Carlson,Roy Carlson,7/25/68,S,M,roy38@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,5377 Sahara Dr.,1 (11) 500 555-0162,7/27/08,5-10 Miles,Australia,Victoria,3280,Warrnambool
25801,AW00025801,Colin,Raji,Colin Raji,5/2/54,M,M,colin44@adventure-works.com,150000,4,5,Partial College,Management,0,4,5118 Colorado Dr,1 (11) 500 555-0120,8/4/07,10+ Miles,United Kingdom,England,OX14 4SE,Oxford
11638,AW00011638,Antonio,Powell,Antonio Powell,3/12/76,M,M,antonio8@adventure-works.com,70000,1,0,Graduate Degree,Professional,1,0,1328 Huntleigh Dr.,966-555-0128,4/21/08,0-1 Miles,United States,California,94941,Mill Valley
22209,AW00022209,Cedric,Shen,Cedric Shen,1/12/63,M,M,cedric24@adventure-works.com,110000,1,1,Bachelors,Management,1,4,3717 Via Cordona,1 (11) 500 555-0124,11/4/07,0-1 Miles,Australia,New South Wales,2444,Port Macquarie
14894,AW00014894,James,Baker,James Baker,11/19/59,M,M,james65@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,3442 Rolando Ave.,436-555-0114,5/31/06,1-2 Miles,United States,Oregon,97034,Lake Oswego
12238,AW00012238,Monica,Raman,Monica Raman,7/28/45,M,F,monica12@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,Hochstr 2777,1 (11) 500 555-0113,1/10/08,0-1 Miles,Germany,Saarland,63009,Offenbach
16469,AW00016469,Michele,Tang,Michele Tang,11/19/79,S,F,michele4@adventure-works.com,30000,0,0,Partial College,Clerical,1,1,"70, place du Tertre",1 (11) 500 555-0161,10/18/07,2-5 Miles,France,Nord,59223,Roncq
20012,AW00020012,Jessica,Robinson,Jessica Robinson,10/12/70,M,F,jessica66@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,359 Shepberry Court,258-555-0137,6/10/08,2-5 Miles,United States,California,90706,Bellflower
11422,AW00011422,Dustin,Deng,Dustin Deng,9/1/50,M,M,dustin1@adventure-works.com,170000,4,4,Bachelors,Management,1,3,8185 Sol Street,1 (11) 500 555-0168,2/22/06,5-10 Miles,United Kingdom,England,L4 4HB,Liverpool
29446,AW00029446,Jamie,Ma,Jamie Ma,4/16/41,S,F,jamie19@adventure-works.com,20000,1,0,Graduate Degree,Clerical,0,0,Alderweg 4518,1 (11) 500 555-0142,6/3/08,0-1 Miles,Germany,Nordrhein-Westfalen,38001,Braunschweig
20564,AW00020564,Jessie,Gao,Jessie Gao,10/28/48,S,M,jessie19@adventure-works.com,130000,3,4,Bachelors,Management,0,3,6564 Bellwood Dr,1 (11) 500 555-0114,3/3/06,0-1 Miles,United Kingdom,England,CB4 4BZ,Cambridge
26223,AW00026223,Dominic,Sai,Dominic Sai,7/21/76,S,M,dominic6@adventure-works.com,30000,0,0,High School,Manual,0,1,Pappelallee 667,1 (11) 500 555-0113,3/28/08,1-2 Miles,Germany,Saarland,63009,Offenbach
28846,AW00028846,Cynthia,Lopez,Cynthia Lopez,11/14/72,S,F,cynthia22@adventure-works.com,70000,2,2,Bachelors,Skilled Manual,0,1,2775 Heather Leaf Ln.,359-555-0135,12/31/05,0-1 Miles,United States,California,91910,Chula Vista
23155,AW00023155,Victoria,Hall,Victoria Hall,5/4/73,M,F,victoria23@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,0,5494 Roslyn Dr.,801-555-0169,12/12/07,2-5 Miles,United States,California,95062,Santa Cruz
29357,AW00029357,Richard,Brown,Richard Brown,5/8/72,S,M,richard44@adventure-works.com,40000,0,0,Graduate Degree,Clerical,0,0,7867 F Mt Hood Circle,1 (11) 500 555-0182,4/5/08,0-1 Miles,United Kingdom,England,EM15,Esher-Molesey
21795,AW00021795,Tristan,Bennett,Tristan Bennett,1/22/53,S,M,tristan1@adventure-works.com,70000,4,1,Partial College,Professional,1,2,868 Aspen Dr.,476-555-0139,9/13/07,10+ Miles,United States,California,91776,San Gabriel
19359,AW00019359,Roberto,Townsend,Roberto Townsend,8/20/67,M,M,roberto12@adventure-works.com,40000,1,0,Bachelors,Skilled Manual,1,0,8772 Rock Creek Way,1 (11) 500 555-0199,12/29/06,0-1 Miles,United Kingdom,England,PE17,Bury
17602,AW00017602,Dalton,Williams,Dalton Williams,7/5/70,M,M,dalton2@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,5525 Lilly Lane,960-555-0118,2/9/08,0-1 Miles,United States,California,91502,Burbank
16017,AW00016017,Jeremy,Ramirez,Jeremy Ramirez,5/12/83,M,M,jeremy36@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,1,5479 Glen Court,468-555-0149,2/1/08,1-2 Miles,United States,California,94947,Novato
20746,AW00020746,Christina,Torres,Christina Torres,2/27/58,M,F,christina11@adventure-works.com,20000,2,0,Partial High School,Manual,0,2,8808 Geneva Ave,490-555-0111,9/29/07,1-2 Miles,Canada,British Columbia,V3A 4R2,Langley
21659,AW00021659,Gabrielle,Jenkins,Gabrielle Jenkins,6/25/67,M,F,gabrielle29@adventure-works.com,60000,3,2,Graduate Degree,Professional,1,0,1661 Beauty St.,625-555-0151,7/19/05,2-5 Miles,Canada,British Columbia,V2W 1W2,Haney
27676,AW00027676,Trevor,Flores,Trevor Flores,4/10/55,M,M,trevor12@adventure-works.com,40000,3,0,Partial College,Professional,1,2,5608 Montanya Court,121-555-0136,7/16/08,5-10 Miles,United States,California,94063,Redwood City
25489,AW00025489,Brad,Tang,Brad Tang,11/3/69,M,M,brad4@adventure-works.com,40000,1,0,Bachelors,Skilled Manual,1,0,545 Willcrest Circle,1 (11) 500 555-0130,6/28/08,0-1 Miles,United Kingdom,England,LA1 1LN,Lancaster
25411,AW00025411,Riley,Flores,Riley Flores,2/25/71,S,F,riley10@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,5407 Oakgrove,537-555-0113,12/11/07,2-5 Miles,United States,California,92625,Newport Beach
26983,AW00026983,Adriana,Vance,Adriana Vance,3/22/77,M,F,adriana4@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,Am Gallberg 6786,1 (11) 500 555-0153,6/29/08,1-2 Miles,Germany,Nordrhein-Westfalen,14197,Berlin
24683,AW00024683,Shannon,Alonso,Shannon Alonso,5/19/55,M,M,shannon29@adventure-works.com,60000,2,1,Partial College,Professional,1,2,9600 Sweeney Road,838-555-0182,1/7/08,2-5 Miles,United States,California,94010,Burlingame
21200,AW00021200,Alison,Kumar,Alison Kumar,5/3/65,S,F,alison7@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,5847 W. Buchanan,1 (11) 500 555-0170,7/4/06,5-10 Miles,Australia,Queensland,4217,Gold Coast
20637,AW00020637,John,Brown,John Brown,6/10/60,M,M,john42@adventure-works.com,70000,3,2,Partial College,Professional,1,1,1283 Cowell Rd.,186-555-0112,11/13/07,5-10 Miles,United States,California,94015,Daly City
14364,AW00014364,Mario,Rai,Mario Rai,3/9/77,M,M,mario16@adventure-works.com,50000,1,0,Graduate Degree,Skilled Manual,1,0,4420 Tuolumne St.,404-555-0132,2/14/07,0-1 Miles,United States,California,94704,Berkeley
27072,AW00027072,Alex,Baker,Alex Baker,7/4/75,M,M,alex36@adventure-works.com,70000,1,0,Graduate Degree,Skilled Manual,1,0,5237 Babel Lane,778-555-0178,11/3/07,0-1 Miles,United States,Washington,98366,Port Orchard
13911,AW00013911,Andrea,Kelly,Andrea Kelly,5/26/69,S,F,andrea3@adventure-works.com,80000,3,3,Bachelors,Skilled Manual,1,2,5976 Gumwood,656-555-0167,4/3/07,2-5 Miles,United States,Washington,98104,Seattle
18705,AW00018705,Karl,Goel,Karl Goel,8/28/71,M,M,karl20@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,9039 Blocking Ct.,1 (11) 500 555-0149,11/25/07,10+ Miles,Australia,Queensland,4169,East Brisbane
12538,AW00012538,Paula,Blanco,Paula Blanco,8/21/65,M,F,paula18@adventure-works.com,20000,1,0,Graduate Degree,Clerical,1,0,Marketplatz 7935,1 (11) 500 555-0180,11/28/07,0-1 Miles,Germany,Saarland,12311,Berlin
17491,AW00017491,Kyle,Hall,Kyle Hall,7/20/80,S,M,kyle50@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,2891 Sanford St.,330-555-0113,5/2/08,5-10 Miles,Canada,British Columbia,V7L 4J4,N. Vancouver
11517,AW00011517,Katherine,Bryant,Katherine Bryant,6/20/58,M,F,katherine44@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,8761 Dancing Court,802-555-0135,12/28/07,0-1 Miles,United States,California,94063,Redwood City
14033,AW00014033,Melinda,Torres,Melinda Torres,2/19/61,S,F,melinda7@adventure-works.com,80000,2,0,High School,Professional,0,2,2895 Churchill Dr,1 (11) 500 555-0126,2/18/07,5-10 Miles,Australia,South Australia,5023,Findon
25298,AW00025298,Cedric,He,Cedric He,4/25/84,M,M,cedric18@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,3627 Warren Street,1 (11) 500 555-0121,3/8/08,1-2 Miles,United Kingdom,England,HP10 9QY,High Wycombe
13970,AW00013970,Pedro,Rana,Pedro Rana,4/17/72,S,M,pedro11@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,3824 Birch Bark Rd,1 (11) 500 555-0115,1/10/07,0-1 Miles,Australia,Queensland,4171,Hawthorne
25209,AW00025209,Emma,Walker,Emma Walker,10/4/53,S,F,emma22@adventure-works.com,30000,4,0,High School,Professional,0,2,2601 Amaranth Way,885-555-0197,1/26/08,1-2 Miles,Canada,British Columbia,V8Z 4N5,Shawnee
15656,AW00015656,Darryl,Zhao,Darryl Zhao,6/15/64,S,M,darryl10@adventure-works.com,20000,1,1,Partial College,Manual,0,0,Moritzstr 44,1 (11) 500 555-0156,8/13/06,1-2 Miles,Germany,Saarland,66272,Sulzbach Taunus
16358,AW00016358,Samuel,Jai,Samuel Jai,1/8/78,M,M,samuel29@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,3011 Normal Avenue,441-555-0132,9/9/07,5-10 Miles,Canada,British Columbia,V8V,Victoria
18312,AW00018312,Miguel,Moore,Miguel Moore,1/20/79,S,M,miguel7@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,2157 Clark Creek Lane,454-555-0178,10/4/07,0-1 Miles,United States,California,94015,Daly City
27541,AW00027541,Samantha,Martin,Samantha Martin,10/12/72,S,F,samantha16@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,2381 Tupelo Drive,706-555-0194,6/10/07,2-5 Miles,United States,California,94947,Novato
27128,AW00027128,Heather,Cai,Heather Cai,8/9/73,S,F,heather20@adventure-works.com,40000,0,0,Graduate Degree,Clerical,0,0,"224, boulevard Beau Marchais",1 (11) 500 555-0146,8/26/07,0-1 Miles,France,Loir et Cher,41100,Saint Ouen
12087,AW00012087,Sean,Cook,Sean Cook,7/14/51,S,M,sean29@adventure-works.com,70000,4,1,Bachelors,Management,1,1,2715 Euclid Ave.,390-555-0114,4/12/08,10+ Miles,United States,California,90712,Lakewood
23611,AW00023611,Dave,Natsuhara,Dave Natsuhara,3/4/48,M,M,dave2@adventure-works.com,80000,5,0,Bachelors,Management,1,2,"258, avenue du Québec",1 (11) 500 555-0167,12/16/07,2-5 Miles,France,Hauts de Seine,92310,Sèvres
14747,AW00014747,Aidan,Wood,Aidan Wood,11/16/59,M,M,aidan2@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,673 Chrisland Court,129-555-0157,3/18/06,1-2 Miles,United States,California,92806,La Jolla
25453,AW00025453,Drew,She,Drew She,2/26/71,S,M,drew0@adventure-works.com,30000,1,1,Bachelors,Clerical,0,0,531 Northridge Drive,1 (11) 500 555-0151,4/23/08,0-1 Miles,United Kingdom,England,OX14 4SE,Oxford
11267,AW00011267,David,Diaz,David Diaz,10/2/68,S,M,david55@adventure-works.com,120000,4,2,Partial College,Professional,1,4,2075 Browse Ct,613-555-0119,3/20/06,2-5 Miles,United States,California,94010,Burlingame
20322,AW00020322,Rachel,Wood,Rachel Wood,4/18/67,S,F,rachel49@adventure-works.com,90000,0,0,Partial College,Professional,1,1,4877 Zona Rosa,462-555-0195,6/27/08,10+ Miles,United States,Washington,98270,Marysville
24746,AW00024746,Ian,Russell,Ian Russell,8/14/61,S,M,ian60@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,9899 Scenic Ct.,592-555-0154,8/7/07,1-2 Miles,Canada,British Columbia,V3A 4R2,Langley
24276,AW00024276,Kaitlyn,Nelson,Kaitlyn Nelson,7/9/56,S,F,kaitlyn7@adventure-works.com,20000,2,1,Partial High School,Clerical,1,3,6896 Camino Norte,1 (11) 500 555-0110,9/9/07,5-10 Miles,Australia,New South Wales,1002,Sydney
14005,AW00014005,Noah,Hughes,Noah Hughes,5/13/81,M,M,noah8@adventure-works.com,70000,0,0,Partial College,Skilled Manual,0,2,5990 Curletto Drive,811-555-0150,8/26/06,0-1 Miles,United States,California,94063,Redwood City
17486,AW00017486,Marissa,Foster,Marissa Foster,11/25/81,S,F,marissa13@adventure-works.com,30000,0,0,Partial College,Skilled Manual,0,1,6099 Esperanza Dr,700-555-0195,10/31/07,1-2 Miles,United States,Oregon,97355,Lebanon
18626,AW00018626,Tony,Pal,Tony Pal,9/8/76,S,M,tony15@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Residenz Straße 4,1 (11) 500 555-0140,12/25/06,1-2 Miles,Germany,Bayern,91480,Frankfurt
22703,AW00022703,Melvin,Raji,Melvin Raji,7/8/80,S,M,melvin20@adventure-works.com,20000,0,0,High School,Manual,0,1,"211, quai de Grenelle",1 (11) 500 555-0117,7/10/08,5-10 Miles,France,Essonne,91940,Les Ulis
13079,AW00013079,Edwin,Bhat,Edwin Bhat,2/26/61,S,M,edwin43@adventure-works.com,80000,2,0,High School,Professional,0,2,4779 Scenic Dr.,1 (11) 500 555-0137,10/26/06,5-10 Miles,Australia,Victoria,3205,South Melbourne
24986,AW00024986,Isabelle,Griffin,Isabelle Griffin,12/12/55,M,F,isabelle19@adventure-works.com,60000,2,1,High School,Professional,1,2,8609 Eagle Ct,190-555-0110,5/5/08,10+ Miles,Canada,British Columbia,V8P,Oak Bay
24052,AW00024052,Priscilla,Goel,Priscilla Goel,7/22/72,S,F,priscilla18@adventure-works.com,30000,1,1,Bachelors,Clerical,0,0,Essener Straße 26,1 (11) 500 555-0112,3/17/08,0-1 Miles,Germany,Hessen,80074,München
18094,AW00018094,Roy,Alonso,Roy Alonso,7/4/53,S,M,roy28@adventure-works.com,60000,2,1,Bachelors,Management,1,0,1898 South St.,666-555-0185,8/23/07,10+ Miles,United States,California,90706,Bellflower
20796,AW00020796,Claudia,Guo,Claudia Guo,8/16/65,S,F,claudia15@adventure-works.com,10000,1,0,Bachelors,Manual,1,0,"334, rue Maillard",1 (11) 500 555-0183,12/16/07,0-1 Miles,France,Seine (Paris),75005,Paris
